text,label
ukweli ni kwamba tusianze ku laumiana ama ku laum selikari juu ya ugonjwa wa corona tunapaswa ku jua kinga zake ama vizuizi vya ku enea kwake hapa nchini kwetu tanzania tuwaskilize wataalam wetu wa afya na tufuate nyayo zao ahsanten,no
jaya polri respek anggota polri berinisiatif membantu menguburkan jenazah pasien covid 19 jiwakemanusiaanpolri,yes
semenjak corona muncul tim nyontek tugas ambyar tugasdirumah ngerjainsendiri,no
aja orang nanya corona udah selesai ngapain lha sampeyan,no
nadyaviolitta fusthaaatull negatif corona positif nyangkem hm,no
nonton berita artis zero income corona ga ngerti mah te da asli,no
penurunan harga bbm selama corona,yes
uryeojachingu nntiiii abis corona,no
mantap polri indonesia bentuk aksi kemanusiaan anggota polri inisiatif membantu menguburkan jenazah pasien covid 19 jiwakemanusiaanpolri,yes
babinsa desa troso karanganom klaten serma m anwar melaksanakan komsos aparat desa mengajak semangat menghadapi wabah covid 19 kodimklaten koremsolo,yes
disinformasi presiden jokowi bagi sembako,yes
presiden jokowi presiden republik indonesia,yes
pasien covid 19 cilegon,yes
hoaks kai batalin perjalanan jakarta,yes
"*KUOTA 100GB GRATIS SELAMA LOCKDOWN COVID-19(VIRUS CORONA)* Dapatkan kuota sebesar 100gb selama lockdown untuk menekan penyebaran virus covid-19 Saya udah mendapatkannya ,klik link dibawah ini 👇👇 : https://www.kuota-100gb.cf/",yes
kuota gratis,no
berita ilmuwan amerika pencipta corona ditangkap,yes
hoaks 181 narapidana dilepas,yes
tidut darah putih naik,yes
pencipta virus covid 19,yes
tidut darah putih,yes
hoax corona terbaru,no
hoax tidur siang bikin darah putih naik ke mata?,yes
HOAX,no
informasi berita konspirasi tni,yes
hoaks covid dunia,yes
"utang luar negeri indonesia naik lagi, tembus Rp 6.316,2 Triliun",yes
hoaks pedulilindungi,no
rumah sakit,no
viral hoax minggu ini,yes
pasien positif corona indonesia,yes
diskon bbm ojol,yes
korban korona sumatera barat,yes
eh serius ya physical distancing beneran kangen loh bs nyender temen meluk boncengan segitunya kangen receh beneranterasahampa,no
kforkinsley estehlauder versaccy probably bingung deh ga ya bandung adekku pindahin barang kosan psbb ga sii,no
wordfangs samsungid pertengahan psbb kemarin bos ngasih project berderet salah satunya aktif youtube 1minggu 4 video diupload ngeditnya hp sabar banget pokoknya ditambah bikin thumbnail yg kudu detil bgt asli enak bgt si kalo ngerjainnya pake spen gitu cobain bas,no
potensi kondisi ekonomi kacau balau sprti nya krismon 98 tp parah akibat virus corona,yes
yunartowijaya disby gtu warung bakso soto santuy ttp tmpt duduk psbb physical distancing bhkn didkt rmh ku cafe steak ttp terima dine in pcuma psbb smpe jilid 10 klo g ketat prcuma masy tuh lbh pnting makan kr y ngarep pemerintah g bs,no
mari bertahan sabar menjaga physical distancing kebersihan memakai masker perlindungan kesehatan kebersamaan selamatidulfitri idulfitri,no
puasa 7 bener bener pemerintah grgr corona doang,no
repost from cyber nasionalis ayo netizen bijak cerdas perdamaian damaiindonesiaku waspadahoax antihoax lawanhoax pilpres indonesiatanpahoax pilpres2019 pilpresdamai ideologi https t co eoporygos2,no
mas piyuuu beruntunglah warga dki krn pemerintah pusat ambil alih kendali lapangan sdh separuh warga dki yg terpapar covid 19 kasihan anies plonga plongo jd penonton gubernur de facto diambil alih mensos aparat gugus tugas nasional,yes
reposted from polantasbali prosedur standar tatanan new normal presiden ri kapolri panglima tni meninjau kesiapan prosedur standar tatanan new normal mengunjungi stasiun mrt https t co 3fpohw7y9o,yes
booking marialibraa tb 155 bb 50 bra 34c avail jakarta dm mention expo,yes
riau 6 kabupaten kota sepakat perpanjang psbb gubri new normal dijalankan,yes
1 mei 2020 rakyat pulang kampung pkp pulang rumah in shaa allah esok puasa pulak dah berbondong bandar ni sibuk sibuk nak kampung ye elok graf covid 19 turun pasal,no
kuliah dirumah gak dapet fasilitas belajar cuman dapet subsidi pulsa 50k uang ukt tetep mlaku alias jalan gk niatan korting biaya ukt 50 nihh mendikbuddicarimahasiswa,no
teras lantai rumah beserta gemircik hujan waswas virus cepat menjangkit tuhan sehebat apapun china menuntut ilmu kesana enggan bertatapan coronavirusupdates,no
telkomsel setuju dg physical distancing stay at home dll tp perbaiki donk layanan udah 2 ga beli paket kuota perusahaan telkomsel tdk ngatasi dg cpt shame on you,no
aewin86 rachlannashidik corona vs flu burung beda banget mata bodoh aja udah ngeri lucu deh ah,no
himbauan cegah covid 19 suarakan aparat teritorial tniadmanunggaldenganrakyat tniadmembangunbersamarakyat,yes
kantongi sikm 2 900 kendaraan gagal masuk jakarta https t co twjbac8mpn,yes
breaking news psbb riau diperpanjang pertimbangan nya beritariau via goriaucom,yes
zizihyungwon batiba member teriak gitu wonho maaf hyungwon pingsan diagnosis meninggal wonho hilang kemana nggk ngarti sih random banget mimpinya serius sedih bangun2 nangis beneran mikirinnya,no
nurdiyansah isu lgbt memanas sosok dorce tersendiri dorce representasi transpuan diterima panggung hiburan identitas kenakan berani bunda ln y skrg,no
dahlan iskan psbb tth https t co b4gytwmizg,yes
virus corona virus garuda aja makan,no
psbb gaboleh samsek sih kalo yg bgt ya ga bikin kerumunan,no
vivacoid jokowi presiden top dah pelantikan ya dijaga ribuan aparat mah rakyat yg menyambut,no
geiszchalifah coba aja menkes si cina sono,no
aniesbaswedan warga jakarta sy saran gubernur sekolah2 jgn dibuka krn siswa terdampak covid 19 meninggal sekolah yg mengerikan,no
selamat kelahiran putra permadiaktivis dtanjung15 virus corona berdua buka color na,no
former man utd striker romelu luka ku apologises for coronavirus comments,no
pemerintah kota surabaya memperhatikan kebutuhan rumah sakit swasta rujukan kota provinsi jawa timur menangani pasien terpapar virus corona jenis https t co 0dppjd2pcy,yes
vhtrie vey mendukung usaha pemerintah mencegah penyebaran covid 19 penghentian pelayanan tatap muka unit kerja direktorat jenderal pajak diperpanjang 29 mei 2020,yes
kartu prakerja untuk mahasiswa,yes
tifsembiring amiin tp butuh bukti biar melek betapa bahaya nya v corona cebongers yg msh ngotot dibesar2kan utk cari panggung,no
ukiona chombo cha habari kila saa kinazungumzia corona tena corona ya tanzania na si corona ya nchi yenyewe basi unajua hii ni vita rais dkt magufuli,no
ustadtengkuzul jokowi presiden motor lampunya tdk nyala polisi tdk berani tegor,no
mulanbilqis bener2 pikirin social amp physical distancing nya ni mbak kelas2 indonesia kapasitasnya utk 25 30 murid,no
aamiin semoga jauhkan virus corona covid 19,no
temen gue yg kerja kota tua bilang senin udah kerja sih 99 psbb jakarta ngga diperpanjang,no
coba aja corona ilang 1000rt,no
virus corona byk dilingkaran kekuasaan pe rcayalah satoedoeasatoe bungretweet ngapayah rumahbhinneka rahmatsn dagdigduq lutfi harizal andiarief dr koko28,no
kemenkesri ayo masyarakat indonesia cerdas dikit cuman akal akalan muaaakkkk lihat ginian pembodohan pemerintah gak pecundang menteri nya,no
tah akak ni nak berdiri rapat rapat ugh 1 m pls corona,no
presiden turun wakilnya ya ingatin aja,no
jeung dulur jeung baraya kudu anggang silih teang sili tepungan gering silih ubaran poekeun silih nyaangan salah menerkeun jeung dulur jeung baraya kitu kuduna pakumaha kumaha kitu cenah nyonya presiden mah,no
yusuf dumdum ribet ngurusin pks psbb protes dilepas psbb protes,no
fwbfess gigit jari bar bae corona,no
cc menhan prabowo presiden jokowi giliran pilpres berlomba lomba sholat dimesjid cari dukungan umat https t co dofg9ueifz,no
ratusan pengendaramotor arah tangerang jakarta jalan raya daan mogot kalideres rabu putar,no
zonky47733154 informasi terkait sikm menghubungi ptsp call center 1500164 tks owi,yes
david lagi umaleao salah ya manusia nya salah media kesalahan presiden kesalahan bohong beda niat jahat nya,no
salah hj sudjiatmi betul tersiksa alam kubur bengis foto foto dibagikan foto berkaitan almarhumah ibunda jokowi meninggal selengkapnya https t co kfispjhsjo lawanhoax https t co vk9a5v99im,no
hii gabisa bayangin kalo corona virus flare yg maze runner,no
mengamankan provinsi jawa barat new normal indonesia tni pemerintah provinsi jawa barat menerapkan pembatasan aktivitas masyarakat rangka percepatan penanganan covid 19 menyambut new normal https t co 3g7bcb5edt,yes
mesin penjual jus kaleng kau melepaskan dahaga kau masukkan uang mu uang kau apapun uang membeli hati manusia,no
zed zaidi bertahun presiden senimanmalaysia tu je ni https t co candnjsfdc,no
bravinyuri symptoms za corona wazitambua,no
waziri umwalimu aagiza ifikapo saa 10 jioni kila halmashauri itoe taarifa za ku tenga sehe mu maalum kwaajili ya ku muweka mshukiwa wa virusi vya corona na ku fa nya utaratibu wa uchunguzi ikiwa ni pamoja na ku toa taarifa haraka wizara ya afya mkutanonaviongoziwadini covid19,no
orang psbb new normal pemerintah salah salah orang memperhatikan protokol kesehatan hirup kumaha aing weh giliran gering nyalahkeun batur utamana pamarentah,no
menguasai dunia belajarlah lubang lubang virus kali muncul didunia corona yg bikin geger ambruk ekonomi sugesti massal dunia aneh belajarlah berani zona nyaman asing,no
seojoon bercita2 pemain baseball berubah masuk sekolah menengah menaruh minat bidang hiburan bergabung diklub animasi sekolahnya kegiatannya klub tsb menemukan kesenangannya menghibur orang https t co lchg4ibqit,no
loveemyyselff siiap maen deh kesono abis kelar corona yah,no
angka kesembuhan positif virus corona covid 19 sulsel kian perkembangan signifikan salah provinsi episentrum penyebaran covid 19 indonesia sulsel berupaya berbenah,yes
ramlirizal halah rizal ramli jd menteri aja dipecat sok2an ngerti ekonomi,no
railaodinga mamangilu kicotec we mzee kazi yako nkuonyesha kazi za wengine wewe umefa nya nn tangu covid 19 ku fika kenya joho is better than you ve done nothing since covid 19 was report in kenya to support your poor luo s in kibra,no
aqwalululama sabar menyambut ramadhan gt gt ramadhan istimewa lt lt jakarta trending ramadhanindonesiaistimewa ayo didukung avu9 lt lt,no
kebijakan turki hadapi covid 19 ramadhan,yes
kuburan massal ulama santri 1948,yes
asli almamater nya malu banget lulusan kek lulusan sma top jakarta bro literally what,no
rapid test corona indonesia,yes
najaefinn dasar pasar,no
bandara international jawa barat terapkan kebijakan tatanan normal bandara,yes
mengadopsi protokol antioligarki upaya berdamai kelumrahan,yes
melanggar menerapkan physical distancing gerakan rumah aja diindahkan,no
gini nih kalo udah terlanjur sayang gimana kalo gue ga bekasi woi sampe gue disanaaa corona asu,no
anak anak belajar rumah kondisi aman anak sekolah menerapkan physical distancing radioelshinta najwashihab e100ss pbpgri official ind mengajar stayathome disdik bkskota https t co rfiw9sbcud,no
uang habis beli kuota internet kampus memberika subsidi kuota ukt potongan ilmu dapatkan sebanding korbankan butuh kebijakan mendikbuddicarimahasiswa https t co ntm6w6nl6i,no
jayapuraupdate kalo terapkan physical distancing susah karna pasar youtefa udh mentok ngk bs ksh jarak lg lg yg tdk pake masker ohh tuhan,no
siiwanyusoff yah ah duk je hahaha covid 19 merayau2 kt seksyen 7 tu,no
soal kuota paket gratis,no
abelrizky7 e100ss the new normal kurva surabaya ga landai ya test dimana dilain psbb surabaya ga gitu jalanan ramai jakarta yg agak sepi,yes
kuna watu wameambiwa ku wa wapo positive lakini hawana maana tulipima mbuzi fenesi na papai na vipimo vimeonesha ku wa yana corona hii inaonesha kabisa pengine watu wa maabara wamenunuliwa na mabeberu rais dkt magufuli watanzania tuendelee ku chapa kazi,no
ngetwit virus corona indonesia takut hujat ahahahha,no
bikin acara selamatan peserta ratusan physical distancing satupun nggak pakai masker kabupaten positifnya belasan orang lihat status wa teman,no
selamat sore sobatkriskes perkembangan covid 19 indonesia tanggal 28 mei 2020 16 00 wib kemenkesri bnpb indonesia ditjenpppl ditpromkes radiokesehatan bersatulawancovid19 dirumahaja semuapakaimasker pembatasanfisik https t co rjvgvkuvsp,yes
personel polsek pulosari polres pemalang melaksanakan patroli posko penanggulangan covid 19 desa pulosari penakir cikendung,yes
belajar rumput gangu manusia hewan rumput tumbuh membutuhkan bantuan orang https t co sckmkguga0,no
tindakan karantina pemeriksaan fisik physical distancing covid 19 petugas wilker trisakti banjarmasin tujuan surabaya onehealthkipm humasbkipm rinajanwar2201 sokhib1968 kkpgoid itjen kkp riza priyatna tgh samudro sarwandedi https t co kc8y93g9bn,yes
kartikaaaaaaa nyari hiburan noh pasar malem,no
menteri alterid18 iya belajar biar jago urusan bar,no
stefanusahonk1 lurino orangnya grgr psbb orang2 berolahraga rumah lincah,no
yanarina lha pantes dicabut psbb lha psbb gak psbb aja ga ngaruh nurunin begimana dah ni,yes
memperingati lahir pancasila mari amalkan nilai nilai pancasila kehidupan berbangsa bernegara merawat kebhinekaan memupuk persatuan kesatuan bangsa bersatulawancovid19 tidakmudik tidakpiknik penghubungindonesia https t co vs256sedwq,no
voguhes frokenkillroy ga kulit hitam temen ku semenjak psbb kena putih chinese surat tugas dr kantor pertanyain id card punjuga du persulit brg aja org bersikap rasis gk peduli dr kalangan manaaa,no
kegiatan himbauan physical distancing rangka antisipasi penanganan penyebaran virus corona kab kuantan singingi https t co tmehgcobpp,yes
update data covid 19 provinsi jatim diy bali nusa tenggara timur kalbar kalsel https t co yywp5kt2lt,yes
rental mobill jogja harga sewa murah terjangkau positif covid 19 diy dilaporkan bertamb,no
riaricis ramadhan th berbeda krn nya pandemi aja udh berbeda ga rapat penentuan hilal yg tonton sm2 tv ga tarawih ibadah sholat berjamaah masjid musholah ga kajian2 masjid2 majlis ilmu ga buka puasa bareng pesantren kilat,no
jntikankebaikan program donasi unik j amp t express,no
cobeh09 sabar psbb,no
pliss ya corona cepet gua bahagia nih alhasil rebahan mulu nggak ngapa ngapain gua gemuk lage kalo corona sampek 2 bln la bayangin gak gua gelembung kayak balon ama tong gitu,no
4 alhamdulillah kota jakarta orang aware khilafah gimana dehansalamina ramadhan istimewa efsd,no
rusia tercatat 83 912 positif virus corona kumparannews,yes
widipra46550294 latungsi abercio9 rachlannashidik presiden lurah,no
ngajakin gw berenang tu bule ayokk entar habis corona ye,no
aih nanglah daktok langgar pkp but kenak anak menteri rm800 jak https t co q2r2t24reg,no
mendem drumah pas kekantor doang bentar baliknya lgsg sakit kepala knapa dunia serem abis psbb,no
fraksi partai gerindra dprd dki pemprov dki tdk melanjutkn pembatasan sosial berskala kondisi perekonomian kota memasuki krisis ga kuatir jokowi yg disalahkan psbbamiesgagaltotal https t co 7zwr9rmtnl,yes
ayah thailand aturan physical distancing gak lala ayah kayaknya bebas banget lala haha gak belain globallivefmxkristsingto,no
gemukriyadi jokowi angkat orang menteri urusan bijak recommended,no
sobat kito update situasi terkini coronavirus disease provinsi sumatera selatan kamis 28 mei 2020 00 00 wib cc hermanderu1967 perchaderu ach rizwan diskominfoprovsumsel hermanderu mawardiyahya sumselbersatumelawancovid19 https t co cbj6gimktj,no
repost pemkab madiun mengantisipasi risiko penyebaran wabah korona wisata hiburan wilayah kabupaten madiun diperpanjang penutupannya 14 juli https t co gkzs50x6su,yes
cek perkembangan terbaru corona sulsel peta penyebaran positif corona sulsel kabupaten senin 4 mei 2020 iniupdate corona sulsel senin 4 mei sebaran kabupaten bone gowa psbb,yes
klo gebetan gw kena corona ky nya gua udh suspect lg deh langsung vonis nya udh bkn pegang muka lg bgst gua jilat wkwkwkwkwk,no
ribuan set materiil kesehatan bantuan kasad ambon,yes
fancyslave sekian social physical distancing tete beha wkwk,no
hkigwangalla umejifukisha lkn au wewe ndio upo ndani ya box corona inaua,no
urapurapenak psbb mi,no
upaya pemerintah meredam dampak covid 19 petanipahlawanmasapandemi,yes
